real_name,alias
Songy's Home and Appliance Repair,Provider 2736
Sonic Device Repair,Provider 2737
Sopris Appliance Repair,Provider 2738
Sound Bank Electronics,Provider 2739
Soundcom,Provider 2740
Soundz Good A/V,Provider 2741
"South Central Service, Inc",Provider 2742
South Coast Appliance,Provider 2743
South Florida Grill Cleaning,Provider 2744
South Georgia Appliance Repair,Provider 2745
South Texas Neon,Provider 2746
Southeast Steel,Provider 2747
Southern California Laundry,Provider 2748
"Southern Charm Appliance Repair, LLC",Provider 2749
Southwest Repair Center,Provider 2750
Southwestern Refrigeration,Provider 2751
Sparkle Grill,Provider 2752
Sparkle Grill Cleaning,Provider 2753
Specialties Showroom,Provider 2754
Specialty Appliance,Provider 2755
Spectrum Neon Co.,Provider 2756
Speed Air HVAC Service LLC (Alex Appliance),Provider 2757
Speed Queen,Provider 2758
Speedmates,Provider 2759
Spencer Service,Provider 2760
Spencer's,Provider 2761
Sperry Repair,Provider 2762
Spotless Grill Cleaning,Provider 2763
Springfield Sign & Neon,Provider 2764
Squires Appliances Inc,Provider 2765
Stanley Appliance Parts and Service,Provider 2766
Stanton TV,Provider 2767
Star Appliances,Provider 2768
Starpower,Provider 2769
Steifle's Appliances,Provider 2770
Steinke Solutions LLC.,Provider 2771
Sterling Appliance Inc,Provider 2772
Sterling Service Group,Provider 2773
Steve's Appliance,Provider 2774
Steve's Appliance Center,Provider 2775
Steven J. Nunes Plumbing and Heating,Provider 2776
Steward Home Center,Provider 2777
Stewart's Appliance,Provider 2778
"Stillhouse Heating, Air Conditioning, & Appliance",Provider 2779
Stine Lumber Co.,Provider 2780
Stoneberry,Provider 2781
Suburban Service Center dba The Appliance Center,Provider 2782
Subzero,Provider 2783
"Subzero Heating, Cooling & Refrigeration",Provider 2784
Subzero Refrigerator Repair Corp,Provider 2785
Suffolk Radio And TV,Provider 2786
Summit,Provider 2787
Summit Appliance dba Felix Storch Inc.,Provider 2788
Suncoast Ptac Services Inc,Provider 2789
Sunny Appliance Repair Service,Provider 2790
Sunrise Home & Appliance LLC,Provider 2791
Super Appliance Man,Provider 2792
Super Service Center,Provider 2793
Superior Appliance Inc.,Provider 2794
Superior Grill Cleaning and Repair,Provider 2795
Superior Laundry Equipment NY Inc,Provider 2796
"Superior Refrigeration, Inc.",Provider 2797
Superior Service,Provider 2798
"Superior Service, Corp",Provider 2799
"Superstore Furniture Sales,Inc",Provider 2800
Surface Specialist,Provider 2801
Susina Electric & Appliance Service's,Provider 2802
"Sustainable Building Solutions, LLC dba Green Horizon",Provider 2803
Suzor Electronics Service,Provider 2804
Swales Styleline Upholstering,Provider 2805
Sylvane,Provider 2806
T & J's Repair & Appliance,Provider 2807
T & S APPLIANCE REPAIR,Provider 2808
T&T APPLIANCE INC,Provider 2809
T-J SERVICE INC.,Provider 2810
T-Mart Furniture,Provider 2811
TABS Appliance Repair & Install,Provider 2812
TB FIX IT,Provider 2813
TEAGUE SERVICES INC. DBA CF LAFOUNTAINE,Provider 2814
TECH TONICS AC AND APPLIANCE,Provider 2815
TECHNICAL HOME SERVICE LLC,Provider 2816
TECHNOPIA,Provider 2817
"TECKROM INC,",Provider 2818
TECNO Appliance Repair,Provider 2819
TELRAD ELECTRONICS,Provider 2820
TEST TEST,Provider 2821
TESTSERVICER,Provider 2822
TEXAS HVAC REPAIR,Provider 2823
TEXOMA FOOD SERVICE,Provider 2824
THAYER APPLIANCE COMPANY LLC,Provider 2825
THE APPLIANCE DOCTOR INC,Provider 2826
THE BEST BARBEQUE SERVICES,Provider 2827
THE GRILL DOCTOR,Provider 2828
THE GRILL MASTER,Provider 2829
THE GRILL PLACE,Provider 2830
THERMADOR,Provider 2831
TIM PAC INC COPR,Provider 2832
TINKER THINKER APPLIANCE REPAIR,Provider 2833
"TNT Home & Property Services, LLC",Provider 2834
TOKINA CO. LTD,Provider 2835
TOLER TOUGH APPLIANCES,Provider 2836
TOLSON APPLIANCE CENTER INC,Provider 2837
TOM'S LAWN & GARDEN CTR,Provider 2838
TORTUGA POOLS,Provider 2839
TOTAL APPLIANCE SOLUTONS INC. ,Provider 2840
TOUCHSTONE HOME PRODUCTS,Provider 2841
TOWN CENTER REFRIGERATION HEATING & AC,Provider 2842
TOWN VISION ELECTRONICS,Provider 2843
TREASURE COAST GRILL CLEANING,Provider 2844
TRI TOWN APPLIANCE,Provider 2845
TRIANGLE TV & APPLIANCE,Provider 2846
"TRIPPLE RRR APPLIANCE SERVICE, INC",Provider 2847
TROY'S APPLIANCE & REFRIGERATION,Provider 2848
"TRU BLUE  APPLIANCE REPAIR SERVICE, INC",Provider 2849
TRUE,Provider 2850
TUBBY APPLIANCE,Provider 2851
TV  S Brothers,Provider 2852
TV REPAIR US dba KENNETH LESTER,Provider 2853
TV Service,Provider 2854
TV Stereo Clinic  Inc.,Provider 2855
TV VIDEO CLINIC,Provider 2856
TVA Repair,Provider 2857
TWC Services,Provider 2858
TWIN OAKS ENTERPRISES,Provider 2859
TYSON'S SERVICE  INC.,Provider 2860
Tabler Furniture,Provider 2861
Tahoe City Appliance,Provider 2862
"Tango Delta Appliance Repair, LLC",Provider 2863
Tappan,Provider 2864
Tarheel Appliance,Provider 2865
Tatro's Appliance Care,Provider 2866
Taylor Appliance Service DBA Alexander Taylor,Provider 2867
Taylor Austin Repairs,Provider 2868
Tech Around Appliance,Provider 2869
Tech Force IT Solutions,Provider 2870
Techcycle Solutions LLC,Provider 2871
Techledge Service LLC,Provider 2872
TeeVax Home Appl. & Kitchen Ctr,Provider 2873
Tek Media,Provider 2874
Terry Bragg & Sons Inc.,Provider 2875
Terry's Electronics & Home Center,Provider 2876
Test Part Vendor ,Provider 2877
Teton Appliance Repair,Provider 2878
That Appliance Guy,Provider 2879
The Appliance Barn Inc,Provider 2880
The Appliance Cellar LLC dba Appliance 911,Provider 2881
The Appliance Connection ,Provider 2882
The Appliance Doc,Provider 2883
The Appliance Doctor,Provider 2884
The Appliance Guys DBA Upstate,Provider 2885
The Appliance Maven,Provider 2886
The Appliance Pros,Provider 2887
The Appliance Proz ,Provider 2888
The Appliance Store,Provider 2889
"The BBQ Cleaner SFL, Inc.",Provider 2890
The BBQ Doctor LLC DBA WEST COAST BBQ GRILL,Provider 2891
The BBQ Doctors,Provider 2892
The Backyard Life  DBA JOSEPH L BURKE,Provider 2893
The Best Appliance Guy,Provider 2894
The Best BBQ Services,Provider 2895
The Crack Doc(A&D),Provider 2896
"The Emory Group, LLC DBA. Mr. Appliance of Newnan",Provider 2897
"The Frenchmen & Son, Inc.",Provider 2898
The Grill Doctor of Boca Raton,Provider 2899
The Grill Guys,Provider 2900
The Grill Man DBA Minx Enterprises Inc.,Provider 2901
The Home Improvement Outlet,Provider 2902
The Jarrell Company,Provider 2903
"The Montz Company, LLC",Provider 2904
The Original Air Doctor,Provider 2905
The Original Lakes Appliance & TV,Provider 2906
The Right Choice Heating and Air,Provider 2907
The Shop Out Back,Provider 2908
The Sign Store Macon,Provider 2909
The Sleep Shop,Provider 2910
The Sound Idea,Provider 2911
The Specialist,Provider 2912
The Specialist Heating & Cooling,Provider 2913
The Stereo Shop,Provider 2914
Thermador - MANUFACTURER DISPATCHED  (Ferguson ONLY),Provider 2915
Thermal Cool,Provider 2916
Thode TV Services,Provider 2917
Thomas Appliance Repair,Provider 2918
Thompson Appliance,Provider 2919
Thor,Provider 2920
Thru Wall Inc,Provider 2921
Thunder Wolf Ind. DBA K&M Enterprise DBA Furniture Outlet,Provider 2922
Tim's Appliance & Matress,Provider 2923
Tim's Appliance Repair,Provider 2924
Tischo signs & Service Inc.,Provider 2925
"Titan Home Maintenance, LLc",Provider 2926
Tom B. Morrissey TV & Appliance,Provider 2927
Tom Hagan & Sons Appliance Repair,Provider 2928
Tom's Appliance Service,Provider 2929
Tom's TV Sales & Service,Provider 2930
Tommy's Repair Service,Provider 2931
Tompkins Appliance LLC,Provider 2932
Tony's Electrical Service & Appliance,Provider 2933
Top Choice Appliance Repair and Services,Provider 2934
Top Dawg Appliance,Provider 2935
Top Furniture,Provider 2936
Top Notch Appliance,Provider 2937
Top Shelf Appliance Pros,Provider 2938
Top Tier Svs LLC,Provider 2939
Top notch appliance service LLC,Provider 2940
Topline Appliance-FLORIDA B&B of Brevard dba,Provider 2941
Toribio Appliances,Provider 2942
Toscano Appliance,Provider 2943
Total Appliance Repair,Provider 2944
Total Home Center,Provider 2945
Total Home Supply ,Provider 2946
Town's Appliance Service,Provider 2947
Trade-Wind,Provider 2948
Tradeport USA LLC,Provider 2949
Trevino's Electric,Provider 2950
Tri - State Refurbishment Service LLC,Provider 2951
Tri County Furniture,Provider 2952
Tri-City Appliance Repair,Provider 2953
Triad Electronics Services Inc.,Provider 2954
Triangle Appliance Repair,Provider 2955
Triangle Appliance and Video,Provider 2956
Trible's ,Provider 2957
Trigon Appliance Repair,Provider 2958
Trinidad Appliance Repair,Provider 2959
Trinitas Maintenance,Provider 2960
"Trinity Reinvestment, LLC ",Provider 2961
Triple A Plaza LLC,Provider 2962
Tristate Cabinet Distributors ,Provider 2963
Triton Applance Repair,Provider 2964
Trout's Appliance,Provider 2965
Tru Appliance,Provider 2966
TruFix Appliance Repair & Services LLC,Provider 2967
True Tradesmen Appliance Repair Inc.,Provider 2968
Trusted Handz LLC,Provider 2969
Tucson Appliance Repairs LLC,Provider 2970
Tufaro Plumbing & Piping Co,Provider 2971
Turners Consumer Appliance Service Inc,Provider 2972
Tutor's Appliance Service,Provider 2973
Txcellence Services,Provider 2974
Tyler's Appliance Repair,Provider 2975
U-Line,Provider 2976
U. P. Appliance LLC,Provider 2977
U1247 LLC,Provider 2978
ULINE,Provider 2979
"ULTIMATE APPLIANCE REPAIR, LLC",Provider 2980
UNASSIGNED,Provider 2981
"UNIVERSAL APPLIANCE INSTALLERS, INC",Provider 2982
UNIVERSAL APPLIANCE SERVICE,Provider 2983
US Appliances,Provider 2984
US Quality Furniture Services Inc.,Provider 2985
US Steam,Provider 2986
Ultimate Appliance Repair,Provider 2987
Ultimate Service Appliance & Electric,Provider 2988
Umpqua Appliance,Provider 2989
Uncle Grief's Appliance Repair,Provider 2990
Uneeda Appliance Company,Provider 2991
Union Electronics Distributors,Provider 2992
Unique Home Furniture,Provider 2993
"Unistar-Sparco Computers, Inc",Provider 2994
Unitech Solutions Inc,Provider 2995
United Network Link Inc,Provider 2996
United States Appliance  Inc.,Provider 2997
United Wholesale Supply  Inc,Provider 2998
Universal Appliance Repair,Provider 2999
Universal Discounters,Provider 3000
Universal Repair LLC,Provider 3001
Unmutted Souls Unlimited LLC dba Sincere Repair Services,Provider 3002
Uproof,Provider 3003
Upscale Thrift,Provider 3004
"Upsie, LLC.",Provider 3005
Urban Cultivator,Provider 3006
V.I.M. Appliance Repair,Provider 3007
VALLEY OAK APPLIANCE,Provider 3008
VALLEY T.V. SERVICE,Provider 3009
VEGAS BORN AC & APPLIANCES,Provider 3010
VERTEX HOME SERVICES INC,Provider 3011
VIDEO ENTERTAINMENT PLUS INC.,Provider 3012
VIKING,Provider 3013
VINOTEMP (50% Back – Only),Provider 3014
"VT SERVICES, INC.",Provider 3015
Vacherie Mart,Provider 3016
Valley Wide Appliance,Provider 3017
Valleywide TV repair,Provider 3018
Value Appliance,Provider 3019
Van Rooy Plumbing Inc,Provider 3020
Van's Appliance Repairs,Provider 3021
"VanderDoes Home Services, LLC",Provider 3022
Vent-a-Hood,Provider 3023
Ventura County Appliance Repair,Provider 3024
Verona ,Provider 3025
Vic's appliance service,Provider 3026
Video Electronics,Provider 3027
Video Repair Place LTD,Provider 3028
Video Revolution Inc,Provider 3029
Video Sound,Provider 3030
Video Tech Center dba @ Your Service ,Provider 3031
Videolab Electric Service Center,Provider 3032
"Videoland LLC, DBA Modia",Provider 3033
Viking,Provider 3034
Village Appliance (50% Back),Provider 3035
Village Maytag Home Appl Ctr,Provider 3036
Vincent Appliances,Provider 3037
Viped LLC,Provider 3038
Virginia Appliance Repair LLC,Provider 3039
Visual Electronics,Provider 3040
Visual TV & Video(NO CAMERAS),Provider 3041
Vital Appliance Repair LLC,Provider 3042
"Vogel Appliance Services DBA A Affordable Appliance Repair, Inc.",Provider 3043
Volkmann Appliance & TV Inc.,Provider 3044
Voss TV & Appliances LLC -SSD,Provider 3045
Vulcan Appliance Repair,Provider 3046
Vulcan heating and air conditioning service inc.,Provider 3047
WAY COOL APPLIANCE REPAIR,Provider 3048
WAYNE'S APPLIANCE SERVICE,Provider 3049
WHITCO SALES INC.,Provider 3050
WILLIAMS INSTALLS AND REPAIR,Provider 3051
WILLISTON PARK TV & APPLIANCE,Provider 3052
WILSON APPLIANCE REPAIR,Provider 3053
WINLINE APPLIANCE REPAIR,Provider 3054
WIZARD ELECTRONIC REPAIR,Provider 3055
WNC REPAIRS LLC FCC,Provider 3056
WOLF,Provider 3057
WOODLAND APPLIANCES REPAIR,Provider 3058
WOODS APPLIANCE,Provider 3059
WOOSTER APPLIANCE,Provider 3060
Walden Appliance & Satellite DBA Walden Appliance,Provider 3061
Wallowa Valley Appliance Repair,Provider 3062
Ward Appliance Repair,Provider 3063
Ward Elkins Inc.,Provider 3064
Warwick TV Service,Provider 3065
Wasatch Sign & Lighting,Provider 3066
WashDry Tech,Provider 3067
WaterFiltersFast.com,Provider 3068
Watson's Appliance Parts & Services,Provider 3069
Watts Appliance Repair,Provider 3070
Wavvle,Provider 3071
Wayne's Appliance,Provider 3072
Wayne's Appliance Repair,Provider 3073
We-Fix Appliance LLC,Provider 3074
Weaver Heating & Air,Provider 3075
Wells Appliance Services,Provider 3076
Wes Tech Appliance,Provider 3077
West Coast Chief Repair,Provider 3078
West End Appliance,Provider 3079
Western Auto,Provider 3080
Western Furniture Company,Provider 3081
Western Mechanical Contractors,Provider 3082
"Weston Brothers, Inc",Provider 3083
Westpark Furniture,Provider 3084
Westside Appliance,Provider 3085
What A Good Idea,Provider 3086
Whatley Sign Co,Provider 3087
Whirlpool,Provider 3088
Whirlpool Corporation,Provider 3089
"White Pine Service, inc",Provider 3090
Whitestone Heating And Cooling LLC,Provider 3091
Wilco Appliance Repair,Provider 3092
Wilcox Furniture Inc,Provider 3093
Will Fixx It,Provider 3094
Will's Appliance Repair,Provider 3095
Willco Appliance Repair,Provider 3096
Williams Power & Lighting Inc,Provider 3097
Windhorst Appliance Repair,Provider 3098
Windster ,Provider 3099
Wireless Buybacks LLC,Provider 3100
Wizard Technology Services LLC,Provider 3101
Wolf,Provider 3102
Wolfgang Appliance Service,Provider 3103
Wonkeeland LLC,Provider 3104
Woodbury Appliance,Provider 3105
Woods appliance repair,Provider 3106
Woody's Furniture,Provider 3107
Woodys Repair Service,Provider 3108
Wooldridge Appliance,Provider 3109
WorkRite Appliance,Provider 3110
Workman Heating Air and Appliance Repair,Provider 3111
Worldwide Appliance Repair,Provider 3112
Worx Appliance Service,Provider 3113
Wrk Services,Provider 3114
XO,Provider 3115
YAMPA VALLEY APPLIANCE REPAIR LLC,Provider 3116
YEAR ROUND APPLIANCE SERVICE,Provider 3117
YN HENRI LLC,Provider 3118
YUDIN'S INC (Claims Use Only ),Provider 3119
Yale Appliance + Lighting,Provider 3120
Yates Appliance Services  ,Provider 3121
Yates Island Gas,Provider 3122
York Electronic Service DBA Apex TV and Appliance Servic,Provider 3123
Your Get It Done Guys,Provider 3124
Your Square Deal Maytag,Provider 3125
ZLINE KITCHEN AND BATH - HQ,Provider 3126
ZULK INC.,Provider 3127
ZZ'S APPLIANCE REPAIR,Provider 3128
Zee Appliance,Provider 3129
Zephyr,Provider 3130
Zilge Appliance Center,Provider 3131
Zip Appliance Repair & Service,Provider 3132
Zline,Provider 3133
appliance specialist,Provider 3134
dBA Mr. Green Jeans Appliance Repair,Provider 3135
iCuracao,Provider 3136
iFixit Handyman Services,Provider 3137
iPhix I.T. LLC,Provider 3138
uBreakiFix Co.,Provider 3139
